"icao_code","iata_code","name","city","country","latitude","longitude","altitude","timezone","dst","type","source"
"NWWD","KNQ","Koné Airport","Kone","New Caledonia","-21.05430030822754","164.83700561523438","23","11","U","airport","OurAirports"
"NWWK","KOC","Koumac Airport","Koumac","New Caledonia","-20.546300888061523","164.25599670410156","42","11","U","airport","OurAirports"
"NWWL","LIF","Lifou Airport","Lifou","New Caledonia","-20.774799346923828","167.24000549316406","92","11","U","airport","OurAirports"
"NWWM","GEA","Nouméa Magenta Airport","Noumea","New Caledonia","-22.25830078125","166.47300720214844","10","11","U","airport","OurAirports"
"NWWR","MEE","Maré Airport","Mare","New Caledonia","-21.4817008972168","168.03799438476562","141","11","U","airport","OurAirports"
"NWWU","TOU","Touho Airport","Touho","New Caledonia","-20.790000915527344","165.25900268554688","10","11","U","airport","OurAirports"
"NWWV","UVE","Ouvéa Airport","Ouvea","New Caledonia","-20.640600204467773","166.572998046875","23","11","U","airport","OurAirports"
"NWWW","NOU","La Tontouta International Airport","Noumea","New Caledonia","-22.01460075378418","166.21299743652344","52","11","U","airport","OurAirports"
"NZAA","AKL","Auckland International Airport","Auckland","New Zealand","-37.0080986023","174.792007446","23","12","Z","airport","OurAirports"
"NZAP","TUO","Taupo Airport","Taupo","New Zealand","-38.73970031738281","176.08399963378906","1335","12","Z","airport","OurAirports"
"NZAR","AMZ","Ardmore Airport","Ardmore","New Zealand","-37.02970123291016","174.97300720214844","111","12","Z","airport","OurAirports"
"NZCH","CHC","Christchurch International Airport","Christchurch","New Zealand","-43.48939895629883","172.53199768066406","123","12","Z","airport","OurAirports"
"NZCI","CHT","Chatham Islands-Tuuta Airport","Chatham Island","New Zealand","-43.810001373291016","-176.45700073242188","43","12.75","Z","airport","OurAirports"
"NZDN","DUD","Dunedin Airport","Dunedin","New Zealand","-45.9281005859375","170.197998046875","4","12","Z","airport","OurAirports"
"NZGS","GIS","Gisborne Airport","Gisborne","New Zealand","-38.66329956054688","177.97799682617188","15","12","Z","airport","OurAirports"
"NZGT","GTN","Glentanner Airport","Glentanner","New Zealand","-43.906700134277344","170.1280059814453","1824","12","Z","airport","OurAirports"
"NZHK","HKK","Hokitika Airfield","Hokitika","New Zealand","-42.713600158691406","170.98500061035156","146","12","Z","airport","OurAirports"
"NZHN","HLZ","Hamilton International Airport","Hamilton","New Zealand","-37.8666992188","175.332000732","172","12","Z","airport","OurAirports"
"NZHS","\N","Hastings Aerodrome","Hastings","New Zealand","-39.646702","176.766998","72","12","Z","airport","OurAirports"
"NZKK","KKE","Kerikeri Airport","Kerikeri","New Zealand","-35.26279830932617","173.91200256347656","492","12","Z","airport","OurAirports"
"NZKT","KAT","Kaitaia Airport","Kaitaia","New Zealand","-35.06999969482422","173.28500366210938","270","12","Z","airport","OurAirports"
"NZLX","ALR","Alexandra Airport","Alexandra","New Zealand","-45.211700439453125","169.3730010986328","752","12","Z","airport","OurAirports"
"NZMC","MON","Mount Cook Airport","Mount Cook","New Zealand","-43.76499938964844","170.13299560546875","2153","12","Z","airport","OurAirports"
"NZMO","TEU","Manapouri Airport","Manapouri","New Zealand","-45.53310012817383","167.64999389648438","687","12","Z","airport","OurAirports"
"NZMS","MRO","Hood Airport","Masterton","New Zealand","-40.97330093383789","175.63400268554688","364","12","Z","airport","OurAirports"
"NZNP","NPL","New Plymouth Airport","New Plymouth","New Zealand","-39.00859832763672","174.1790008544922","97","12","Z","airport","OurAirports"
"NZNS","NSN","Nelson Airport","Nelson","New Zealand","-41.298301696777344","173.2209930419922","17","12","Z","airport","OurAirports"
"NZNV","IVC","Invercargill Airport","Invercargill","New Zealand","-46.41239929199219","168.31300354003906","5","12","Z","airport","OurAirports"
"NZOH","OHA","RNZAF Base Ohakea","Ohakea","New Zealand","-40.20600128173828","175.38800048828125","164","12","Z","airport","OurAirports"
"NZOU","OAM","Oamaru Airport","Oamaru","New Zealand","-44.970001220703125","171.08200073242188","99","12","Z","airport","OurAirports"
"NZPM","PMR","Palmerston North Airport","Palmerston North","New Zealand","-40.32059860229492","175.61700439453125","151","12","Z","airport","OurAirports"
"NZPP","PPQ","Paraparaumu Airport","Paraparaumu","New Zealand","-40.90470123291016","174.98899841308594","22","12","Z","airport","OurAirports"
"NZQN","ZQN","Queenstown International Airport","Queenstown International","New Zealand","-45.0210990906","168.738998413","1171","12","Z","airport","OurAirports"
"NZRO","ROT","Rotorua Regional Airport","Rotorua","New Zealand","-38.10919952392578","176.31700134277344","935","12","Z","airport","OurAirports"
"NZRU","\N","Waiouru Airport","Waiouru","New Zealand","-39.4463996887207","175.6580047607422","2686","12","Z","airport","OurAirports"
"NZSP","\N","South Pole Station Airport","Stephen's Island","Antarctica","-90","0","9300","12","U","airport","OurAirports"
"NZTG","TRG","Tauranga Airport","Tauranga","New Zealand","-37.67190170288086","176.1959991455078","13","12","Z","airport","OurAirports"
"NZTU","TIU","Timaru Airport","Timaru","New Zealand","-44.30279922485352","171.22500610351562","89","12","Z","airport","OurAirports"
"NZUK","TWZ","Pukaki Airport","Pukaki","New Zealand","-44.2350006104","170.117996216","1575","12","Z","airport","OurAirports"
"NZWB","BHE","Woodbourne Airport","Woodbourne","New Zealand","-41.5182991027832","173.8699951171875","109","12","Z","airport","OurAirports"
"NZWD","\N","Williams Field","Weydon","Antarctica","-77.86740112304688","167.0570068359375","68","12","N","airport","OurAirports"
"NZWF","WKA","Wanaka Airport","Wanaka","New Zealand","-44.722198486328","169.24600219727","1142","12","Z","airport","OurAirports"
"NZWG","\N","Wigram Airport","Wigram","New Zealand","-43.5511016846","172.552993774","74","12","Z","airport","OurAirports"
"NZWK","WHK","Whakatane Airport","Whakatane","New Zealand","-37.92060089111328","176.91400146484375","20","12","Z","airport","OurAirports"
"NZWN","WLG","Wellington International Airport","Wellington","New Zealand","-41.3272018433","174.804992676","41","12","Z","airport","OurAirports"
"NZWO","WIR","Wairoa Airport","Wairoa","New Zealand","-39.00690078735352","177.40699768066406","42","12","Z","airport","OurAirports"
"NZWP","\N","RNZAF Base Auckland-Whenuapai","Whenuapai","New Zealand","-36.78779983520508","174.6300048828125","100","12","Z","airport","OurAirports"
"NZWR","WRE","Whangarei Airport","Whangarei","New Zealand","-35.7682991027832","174.36500549316406","133","12","Z","airport","OurAirports"
"NZWS","WSZ","Westport Airport","Westport","New Zealand","-41.73809814453125","171.58099365234375","13","12","Z","airport","OurAirports"
"NZWU","WAG","Wanganui Airport","Wanganui","New Zealand","-39.96220016479492","175.02499389648438","27","12","Z","airport","OurAirports"
"OAHR","HEA","Herat Airport","Herat","Afghanistan","34.209999084472656","62.22829818725586","3206","4.5","U","airport","OurAirports"
"OAJL","JAA","Jalalabad Airport","Jalalabad","Afghanistan","34.39979934692383","70.49859619140625","1814","4.5","U","airport","OurAirports"
"OAKB","KBL","Hamid Karzai International Airport","Kabul","Afghanistan","34.565899","69.212303","5877","4.5","U","airport","OurAirports"
"OAKN","KDH","Kandahar Airport","Kandahar","Afghanistan","31.505800247192383","65.8478012084961","3337","4.5","U","airport","OurAirports"
"OAMN","MMZ","Maimana Airport","Maimama","Afghanistan","35.93080139160156","64.76090240478516","2743","4.5","U","airport","OurAirports"
"OAMS","MZR","Mazar I Sharif Airport","Mazar-i-sharif","Afghanistan","36.70690155029297","67.20970153808594","1284","4.5","U","airport","OurAirports"
"OASD","OAH","Shindand Airport","Shindand","Afghanistan","33.3913002014","62.2610015869","3773","4.5","U","airport","OurAirports"
"OASG","\N","Sheberghan Airport","Sheberghan","Afghanistan","36.75080108642578","65.91320037841797","1053","4.5","U","airport","OurAirports"
"OAUZ","UND","Konduz Airport","Kunduz","Afghanistan","36.66510009765625","68.91079711914062","1457","4.5","U","airport","OurAirports"
"OBBI","BAH","Bahrain International Airport","Bahrain","Bahrain","26.27079963684082","50.63359832763672","6","3","U","airport","OurAirports"
"OBBS","\N","Sheik Isa Air Base","Bahrain","Bahrain","25.918399810791016","50.590599060058594","136","3","U","airport","OurAirports"
"OEAB","AHB","Abha Regional Airport","Abha","Saudi Arabia","18.2404003143","42.65660095210001","6858","3","U","airport","OurAirports"
"OEAH","HOF","Al Ahsa Airport","Al-ahsa","Saudi Arabia","25.28529930114746","49.485198974609375","588","3","U","airport","OurAirports"
"OEBA","ABT","Al Baha Airport","El-baha","Saudi Arabia","20.2961006165","41.6343002319","5486","3","U","airport","OurAirports"
"OEBH","BHH","Bisha Airport","Bisha","Saudi Arabia","19.984399795532227","42.62089920043945","3887","3","U","airport","OurAirports"
"OEBQ","\N","Abqaiq Airport","Abqaiq","Saudi Arabia","25.911300659179688","49.59120178222656","229","3","U","airport","OurAirports"
"OEDF","DMM","King Fahd International Airport","Dammam","Saudi Arabia","26.471200942993164","49.79790115356445","72","3","U","airport","OurAirports"
"OEDR","DHA","King Abdulaziz Air Base","Dhahran","Saudi Arabia","26.265399932900003","50.1520004272","84","3","U","airport","OurAirports"
"OEGN","GIZ","Jizan Regional Airport","Gizan","Saudi Arabia","16.901100158691406","42.58580017089844","20","3","U","airport","OurAirports"
"OEGS","ELQ","Gassim Airport","Gassim","Saudi Arabia","26.30279922485352","43.77439880371094","2126","3","U","airport","OurAirports"
"OEGT","URY","Gurayat Domestic Airport","Guriat","Saudi Arabia","31.412413","37.278898","1672","3","U","airport","OurAirports"
"OEHL","HAS","Ha'il Airport","Hail","Saudi Arabia","27.437901","41.686298","3331","3","U","airport","OurAirports"
"OEJB","QJB","Jubail Airport","Jubail","Saudi Arabia","27.03899955749512","49.40510177612305","26","3","U","airport","OurAirports"
"OEJF","\N","King Faisal Naval Base","Jeddah","Saudi Arabia","21.348100662231445","39.17300033569336","7","3","U","airport","OurAirports"
"OEJN","JED","King Abdulaziz International Airport","Jeddah","Saudi Arabia","21.6796","39.156502","48","3","U","airport","OurAirports"
"OEKK","KMC","King Khaled Military City Airport","King Khalid Mil.city","Saudi Arabia","27.9009","45.528198","1352","3","U","airport","OurAirports"
"OEMA","MED","Prince Mohammad Bin Abdulaziz Airport","Madinah","Saudi Arabia","24.5534","39.705101","2151","3","U","airport","OurAirports"
"OENG","EAM","Nejran Airport","Nejran","Saudi Arabia","17.611400604248047","44.4192008972168","3982","3","U","airport","OurAirports"
"OEPA","AQI","Al Qaisumah/Hafr Al Batin Airport","Hafr Al-batin","Saudi Arabia","28.335199","46.125099","1174","3","U","airport","OurAirports"
"OEPC","\N","Pump Station 3 Airport","Petroline 3","Saudi Arabia","25.17449951171875","47.488399505615234","1740","3","U","airport","OurAirports"
"OEPF","\N","Pump Station 6 Airport","Petroline 6","Saudi Arabia","24.71030044555664","44.964500427246094","2530","3","U","airport","OurAirports"
"OEPJ","\N","Pump Station 10 Airport","Petroline 10","Saudi Arabia","24.1072998046875","41.0359992980957","2840","3","U","airport","OurAirports"
"OERB","\N","Rabigh Airport","Rabigh","Saudi Arabia","22.702600479125977","39.069801330566406","22","3","U","airport","OurAirports"
"OERF","RAH","Rafha Domestic Airport","Rafha","Saudi Arabia","29.626399993896484","43.4906005859375","1474","3","U","airport","OurAirports"
"OERK","RUH","King Khaled International Airport","Riyadh","Saudi Arabia","24.957599639892575","46.69879913330078","2049","3","U","airport","OurAirports"
"OERM","\N","Ras Mishab Airport","Rash Mishab","Saudi Arabia","28.079599380493164","48.61100006103516","13","3","U","airport","OurAirports"
"OERR","RAE","Arar Domestic Airport","Arar","Saudi Arabia","30.90660095214844","41.13819885253906","1813","3","U","airport","OurAirports"
"OERT","\N","Ras Tanura Airport","Ras Tanura","Saudi Arabia","26.723100662231445","50.030799865722656","6","3","U","airport","OurAirports"
"OESH","SHW","Sharurah Airport","Sharurah","Saudi Arabia","17.466899871826172","47.12139892578125","2363","3","U","airport","OurAirports"
"OESL","SLF","Sulayel Airport","Sulayel","Saudi Arabia","20.46470069885254","45.61959838867188","2021","3","U","airport","OurAirports"
"OETB","TUU","Tabuk Airport","Tabuk","Saudi Arabia","28.3654","36.6189","2551","3","U","airport","OurAirports"
"OETF","TIF","Ta’if Regional Airport","Taif","Saudi Arabia","21.483001","40.543442","4848","3","U","airport","OurAirports"
"OETH","\N","Thumamah Airport","Thumamah","Saudi Arabia","25.21299934387207","46.64099884033203","1870","3","U","airport","OurAirports"
"OETN","\N","Ras Tanajib Airport","Ras Tanajib","Saudi Arabia","27.867799758911133","48.76910018920898","30","3","U","airport","OurAirports"
"OETR","TUI","Turaif Domestic Airport","Turaif","Saudi Arabia","31.692188","38.731544","2803","3","U","airport","OurAirports"
"OEWJ","EJH","Al Wajh Domestic Airport","Wejh","Saudi Arabia","26.19860076904297","36.47639846801758","66","3","U","airport","OurAirports"
"OEYN","YNB","Prince Abdulmohsin Bin Abdulaziz Airport","Yenbo","Saudi Arabia","24.144199","38.0634","26","3","U","airport","OurAirports"
"OIAA","ABD","Abadan Airport","Abadan","Iran","30.371099472","48.2282981873","10","3.5","E","airport","OurAirports"
"OIAD","DEF","Dezful Airport","Dezful","Iran","32.434399","48.397598","474","3.5","E","airport","OurAirports"
"OIAG","AKW","Aghajari Airport","Aghajari","Iran","30.7444","49.6772","88","3.5","E","airport","OurAirports"
"OIAH","GCH","Gachsaran Airport","Gachsaran","Iran","30.337600708","50.827999115","2414","3.5","E","airport","OurAirports"
"OIAI","\N","Shahid Asyaee Airport","Masjed Soleiman","Iran","32.00239944458008","49.27040100097656","1206","3.5","E","airport","OurAirports"
"OIAJ","OMI","Omidiyeh Airport","Omidyeh","Iran","30.8351993560791","49.5349006652832","85","3.5","E","airport","OurAirports"
"OIAM","MRX","Mahshahr Airport","Bandar Mahshahr","Iran","30.55620002746582","49.15190124511719","8","3.5","E","airport","OurAirports"
"OIAW","AWZ","Ahwaz Airport","Ahwaz","Iran","31.3374004364","48.7620010376","66","3.5","E","airport","OurAirports"
"OIBA","AEU","Abu Musa Island Airport","Abumusa I.","Iran","25.8757","55.033001","23","3.5","E","airport","OurAirports"
"OIBB","BUZ","Bushehr Airport","Bushehr","Iran","28.9447994232","50.8345985413","68","3.5","E","airport","OurAirports"
"OIBH","\N","Bastak Airport","Bastak","Iran","27.21269989013672","54.31859970092773","1350","3.5","E","airport","OurAirports"
"OIBI","\N","Asaloyeh Airport","Golbandi","Iran","27.4814","52.615501","15","3.5","E","airport","OurAirports"
"OIBK","KIH","Kish International Airport","Kish Island","Iran","26.5261993408","53.9802017212","101","3.5","E","airport","OurAirports"
"OIBL","BDH","Bandar Lengeh Airport","Bandar Lengeh","Iran","26.531999588","54.824798584","67","3.5","E","airport","OurAirports"
"OIBQ","KHK","Khark Island Airport","Khark Island","Iran","29.260299682617188","50.32389831542969","17","3.5","E","airport","OurAirports"
"OIBS","SXI","Sirri Island Airport","Siri Island","Iran","25.908899307250977","54.539398193359375","43","3.5","E","airport","OurAirports"
"OIBV","LVP","Lavan Island Airport","Lavan Island","Iran","26.810300827026367","53.35630035400391","76","3.5","E","airport","OurAirports"
"OICC","KSH","Shahid Ashrafi Esfahani Airport","Bakhtaran","Iran","34.3459014893","47.1581001282","4307","3.5","E","airport","OurAirports"
